Current,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
基金碼,日期,基金淨資產 (千元),A1  投資國內上市股票比例,A2  投資國內台灣存託憑證,A3  投資國內基金比例,A4  投資國內上櫃股票比例,A5  投資國內買斷債券比例,A6  投資國內RP比例,A7  國內資產證券化商品,A8  投資國內其他有價證券,A0  投資國內有價證券比例,B1  國內短期投資-短票,B2  國內短期投資-其他,B3  短期投資-一般存款,B4  短期投資-短期票券-RP,B0  國內短期投資小計,A+B 投資國內合計,C1  投資日本比例,C2  投資紐澳比例,C3  投資國外其他區域比例,C4  投資北美比例
T1155A 摩根環股收益A,2025/10,"1,264,068",1.28,0,0,0,0,0,0,0,1.28,0,0,1.08,0,1.08,2.36,5.01,0,0,62.09
T1155B 摩根環股收益B,2025/10,"991,448",1.28,0,0,0,0,0,0,0,1.28,0,0,1.08,0,1.08,2.36,5.01,0,0,62.09
T1155C 摩根環股收益B$,2025/10,"101,355",1.28,0,0,0,0,0,0,0,1.28,0,0,1.08,0,1.08,2.36,5.01,0,0,62.09
T1155D 摩根環股收益BC,2025/10,"99,583",1.28,0,0,0,0,0,0,0,1.28,0,0,1.08,0,1.08,2.36,5.01,0,0,62.09
T1155E 摩根環股收益R,2025/10,"3,054",1.28,0,0,0,0,0,0,0,1.28,0,0,1.08,0,1.08,2.36,5.01,0,0,62.09
T1180A 摩根美國領先Aa,2025/10,"1,830,331",0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,20.87,68.09
T1180B 摩根美國領先Bd,2025/10,"2,681,145",0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,20.87,68.09
T1180C 摩根美國領先NBd,2025/10,"6,329,877",0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,20.87,68.09
T1180D 摩根美國領先Aa$,2025/10,"451,237",0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,20.87,68.09
T1180E 摩根美國領先Bd$,2025/10,"962,706",0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,20.87,68.09
T1180F 摩根美國領先NBd$,2025/10,"3,222,020",0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,20.87,68.09
T1180G 摩根美國領先AaC,2025/10,"172,943",0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,20.87,68.09
T1180H 摩根美國領先BdC,2025/10,"223,370",0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,20.87,68.09
T1180J 摩根美國領先NBdC,2025/10,"1,137,034",0,0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,1.11,0,0,20.87,68.09
T1201Y 華南永昌永昌,2025/10,"1,165,648",63.16,0,0,18.94,0,0,0,0,82.1,0,0,9.41,0,9.41,91.51,0,0,0,0
T1203Y 華南前瞻科技,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1204Y 華南永昌鳳翔貨幣,2025/10,"43,931,775",0,0,0,0,0,3.35,0,0,3.35,78.59,0,17.71,0,96.3,99.65,0,0,0,0
T1207Y 華南永昌龍盈平衡,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1208Y 華南永昌麒麟貨幣,2025/10,"4,359,114",0,0,0,0,0,13.53,0,0,13.53,71.57,0,14.6,0,86.17,99.7,0,0,0,0
T1213Y 華南永昌全球亨利,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1217Y 華南永昌全球精品,2025/10,"511,675",0,0,0,1.24,0,0,0,0,1.24,0,0,0.52,0,0.52,1.76,0,0,0,61.28
T1219A 華南永昌全球基 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1219B 華南永昌全球基 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1222Y 華南永昌全球神農,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1228A 華南金磚高收債 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1228B 華南金磚高收債 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1228C 華南金磚高收債AC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1228D 華南金磚高收債BC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1228E 華南金磚高收債A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1228F 華南金磚高收債B$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1233A 華南人民幣高收 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1233B 華南人民幣高收 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1233C 華南人民幣高收AC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1233D 華南人民幣高收BC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1234A 華南永昌全科Aa,2025/10,"238,654",1.08,0,0,0,0,0,0,0,1.08,0,0,3.77,0,3.77,4.85,0,0,0,89.35
T1234B 華南永昌全科Bd,2025/10,"145,102",1.08,0,0,0,0,0,0,0,1.08,0,0,3.77,0,3.77,4.85,0,0,0,89.35
T1234C 華南永昌全科Aa$,2025/10,"22,489",1.08,0,0,0,0,0,0,0,1.08,0,0,3.77,0,3.77,4.85,0,0,0,89.35
T1234D 華南永昌全科Bd$,2025/10,"10,595",1.08,0,0,0,0,0,0,0,1.08,0,0,3.77,0,3.77,4.85,0,0,0,89.35
T1235A 華南永昌精選Aa,2025/10,"906,089",0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.5,1.5,0,0,0,93.51
T1235B 華南永昌精選Bd,2025/10,"193,662",0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.5,1.5,0,0,0,93.51
T1235C 華南永昌精選Aa$,2025/10,"39,726",0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.5,1.5,0,0,0,93.51
T1235D 華南永昌精選Bd$,2025/10,"31,231",0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.5,1.5,0,0,0,93.51
T1238A 華南永昌中國A股C,2025/10,"8,702",0,0,0,0,0,0,0,0,0,0,0,1.83,0,1.83,1.83,0,0,0,1.42
T1238B 華南永昌中國A股$,2025/10,"3,183",0,0,0,0,0,0,0,0,0,0,0,1.83,0,1.83,1.83,0,0,0,1.42
T1238Y 華南永昌中國A 股,2025/10,"443,096",0,0,0,0,0,0,0,0,0,0,0,1.83,0,1.83,1.83,0,0,0,1.42
T1239A 華南多重息平衡 A,2025/10,"416,541",3.54,0,2.29,0,0,0,0,0,5.83,0,0,3.76,0,3.76,9.59,1.2,0,0,81.53
T1239B 華南多重息平衡 B,2025/10,"158,161",3.54,0,2.29,0,0,0,0,0,5.83,0,0,3.76,0,3.76,9.59,1.2,0,0,81.53
T1239C 華南多重息平衡A$,2025/10,"1,420",3.54,0,2.29,0,0,0,0,0,5.83,0,0,3.76,0,3.76,9.59,1.2,0,0,81.53
T1239D 華南多重息平衡B$,2025/10,"4,413",3.54,0,2.29,0,0,0,0,0,5.83,0,0,3.76,0,3.76,9.59,1.2,0,0,81.53
T1239E 華南多息平TISA,2025/10,0,3.54,0,2.29,0,0,0,0,0,5.83,0,0,3.76,0,3.76,9.59,1.2,0,0,81.53
T1249Y 華南物聯網,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1250A 華南全球物聯Aa,2025/10,"248,333",5.64,0,0,1.6,0,0,0,0,7.24,0,0,0.32,0,0.32,7.56,0,0,0,74.08
T1250B 華南全球物聯Aa$,2025/10,"17,418",5.64,0,0,1.6,0,0,0,0,7.24,0,0,0.32,0,0.32,7.56,0,0,0,74.08
T1252A 華南亞太動態平 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1252B 華南亞太動態平 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1254Y 華南永昌策略報酬,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1255A 華四年新美元債A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1255B 華四年新美元債B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1255C 華四年新美元債A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1255D 華四年新美元債B$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1259A 華南US CAPE A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1259B 華南US CAPE B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1259C 華南US CAPE A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1259D 華南US CAPE B$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1263A 華南US REITs A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1263B 華南US REITs B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1263C 華南US REITs A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1263D 華南US REITs B$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1268A 華南全球新零售,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1268B 華南全球新零售$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1270A 華南全多重資Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1270B 華南全多重資Bd,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1270C 華南全多重資Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1270D 華南全多重資Bd$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1274A 華南優收多重Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1274B 華南優收多重Bd,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1276Y 華南低波多重Aa$,2025/10,"282,347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.51
T1277Y 華南WE多重Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1278A 華南實豐收組Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1278B 華南實豐收組Bd,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1278C 華南實豐收組Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1278D 華南實豐收組Bd$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1282A 華南永續高股Aa,2025/10,"255,973",69.94,0,0,24.95,0,0,0,0,94.89,0,0,5.46,0,5.46,100.35,0,0,0,0
T1282B 華南永續高股Bd,2025/10,"327,358",69.94,0,0,24.95,0,0,0,0,94.89,0,0,5.46,0,5.46,100.35,0,0,0,0
T1284A 華南碳中和Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1284B 華南碳中和Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1286A 華南投等債Aa,2025/10,"174,120",0,0,0,0,0,0,0,0,0,0,0,5.17,0,5.17,5.17,0,0,0,92.45
T1286B 華南投等債Bd,2025/10,"165,132",0,0,0,0,0,0,0,0,0,0,0,5.17,0,5.17,5.17,0,0,0,92.45
T1286C 華南投等債Aa$,2025/10,"21,437",0,0,0,0,0,0,0,0,0,0,0,5.17,0,5.17,5.17,0,0,0,92.45
T1286D 華南投等債Bd$,2025/10,"32,409",0,0,0,0,0,0,0,0,0,0,0,5.17,0,5.17,5.17,0,0,0,92.45
T1287Y 華南未來科技Aa,2025/10,"342,929",63.27,0,2.07,20.49,0,0,0,0,85.83,0,0,13.52,0,13.52,99.35,0,0,0,0
T1402B 新光亞洲精選 USD,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1402Y 新光亞洲精選,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1403B 新光中國成長$,2025/10,"9,877",0,0,6.86,0,0,0,0,0,6.86,0,0,2.07,0,2.07,8.93,0,0,0,0
T1403C 新光中國成長C,2025/10,"4,717",0,0,6.86,0,0,0,0,0,6.86,0,0,2.07,0,2.07,8.93,0,0,0,0
T1403Y 新光中國成長,2025/10,"400,726",0,0,6.86,0,0,0,0,0,6.86,0,0,2.07,0,2.07,8.93,0,0,0,0
T1405Y 新光創新科技,2025/10,"2,368,793",83.88,0,0,14.76,0,0,0,0,98.64,0,0,2.02,0,2.02,100.66,0,0,0,0
T1406Y 新光國建,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1407Y 新光店頭,2025/10,"468,974",32.47,0,0,64.45,0,0,0,0,96.92,0,0,3.84,0,3.84,100.76,0,0,0,0
T1408Y 新光大三通,2025/10,"882,488",81.69,0,0,13.71,0,0,0,0,95.4,0,0,4.84,0,4.84,100.24,0,0,0,0
T1411Y 新光台灣富貴,2025/10,"1,027,586",82.69,0,0,15.57,0,0,0,0,98.26,0,0,2.68,0,2.68,100.94,0,0,0,0
T1414Y 新光福運平衡,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1416Y 新光吉星貨幣,2025/10,"22,100,115",0,0,0,0,0,6.79,0,0,6.79,44.44,0,48.52,0,92.96,99.75,0,0,0,0
T1419Y 新光兩岸優勢,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1426Y 新光澳幣保本基金,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1427A 新光全球ETF組合A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1427B 新光全球ETF組合B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1428Y 新光澳幣十年保本,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1430B 新光全球生醫療 $,2025/10,"375,840",0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.32,0.32,0,0,0,92.08
T1430Y 新光全球生技醫療,2025/10,"325,036",0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.32,0.32,0,0,0,92.08
T1431Y 新光南非幣保本,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1432Y 新光澳八年期保本,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1433A 新光美豐收平Aa,2025/10,"47,567",0,0,0,0,0,0,0,0,0,0,0,1.54,0,1.54,1.54,0,0,0,69.39
T1433B 新光美豐收平Bd,2025/10,"15,351",0,0,0,0,0,0,0,0,0,0,0,1.54,0,1.54,1.54,0,0,0,69.39
T1433C 新光美豐收平Aa$,2025/10,"515,614",0,0,0,0,0,0,0,0,0,0,0,1.54,0,1.54,1.54,0,0,0,69.39
T1433D 新光美豐收平Bd$,2025/10,"1,970",0,0,0,0,0,0,0,0,0,0,0,1.54,0,1.54,1.54,0,0,0,69.39
T1433E 新光美豐收平AaC,2025/10,"1,149",0,0,0,0,0,0,0,0,0,0,0,1.54,0,1.54,1.54,0,0,0,69.39
T1434A 新光全球債券Aa,2025/10,"666,722",0,0,0,0,0,0,0,0,0,0,0,4.85,0,4.85,4.85,0,0,0,62.35
T1434B 新光全球債券Bd,2025/10,"719,390",0,0,0,0,0,0,0,0,0,0,0,4.85,0,4.85,4.85,0,0,0,62.35
T1434C 新光全球債券Aa$,2025/10,"831,201",0,0,0,0,0,0,0,0,0,0,0,4.85,0,4.85,4.85,0,0,0,62.35
T1434D 新光全球債券Bd$,2025/10,"93,532",0,0,0,0,0,0,0,0,0,0,0,4.85,0,4.85,4.85,0,0,0,62.35
T1434E 新光全球債券AaC,2025/10,"109,108",0,0,0,0,0,0,0,0,0,0,0,4.85,0,4.85,4.85,0,0,0,62.35
T1434F 新光全球債券BdC,2025/10,"71,059",0,0,0,0,0,0,0,0,0,0,0,4.85,0,4.85,4.85,0,0,0,62.35
T1434G 新光全球債券Ra,2025/10,708,0,0,0,0,0,0,0,0,0,0,0,4.85,0,4.85,4.85,0,0,0,62.35
T1435A 新光新大東協債A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1435B 新光新大東協債B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1435C 新光新大東協債A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1435D 新光新大東協債B$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1435E 新光新大東協債AC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1435F 新光新大東協債BC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1437A 新光全平衡A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1437B 新光全平衡B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1437C 新光全平衡A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1437D 新光全平衡AC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1438A 新光多重資產A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1438B 新光多重資產B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1438C 新光多重資產A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1438D 新光多重資產AC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1439A 新光6Y全新興債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1439B 新光6Y全新興債$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1439C 新光6Y全新興債C,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1440A 新光全AI新創Aa,2025/10,"733,797",6.22,0,0,0,0,0,0,0,6.22,0,0,5.4,0,5.4,11.62,0,0,0,87.57
T1440B 新光全AI新創Aa$,2025/10,"1,738,137",6.22,0,0,0,0,0,0,0,6.22,0,0,5.4,0,5.4,11.62,0,0,0,87.57
T1440C 新光全AI新創AaC,2025/10,"13,274",6.22,0,0,0,0,0,0,0,6.22,0,0,5.4,0,5.4,11.62,0,0,0,87.57
T1443A 新光全特股收Aa,2025/10,"23,824",0,0,0,0,0,0,0,0,0,0,0,2.55,0,2.55,2.55,0,0,0,89.16
T1443B 新光全特股收Bd,2025/10,"39,069",0,0,0,0,0,0,0,0,0,0,0,2.55,0,2.55,2.55,0,0,0,89.16
T1443C 新光全特股收Aa$,2025/10,"162,265",0,0,0,0,0,0,0,0,0,0,0,2.55,0,2.55,2.55,0,0,0,89.16
T1444A 新光新富國債Aa,2025/10,"186,721",0,0,0,0,0,0,0,0,0,0,0,3.05,0,3.05,3.05,0,0,0,3.06
T1444B 新光新富國債Bd,2025/10,"38,218",0,0,0,0,0,0,0,0,0,0,0,3.05,0,3.05,3.05,0,0,0,3.06
T1444C 新光新富國債Aa$,2025/10,"199,471",0,0,0,0,0,0,0,0,0,0,0,3.05,0,3.05,3.05,0,0,0,3.06
T1444D 新光新富國債Bd$,2025/10,"37,786",0,0,0,0,0,0,0,0,0,0,0,3.05,0,3.05,3.05,0,0,0,3.06
T1446A 新光全宅經濟Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1446B 新光全宅經濟Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1448A 新光恆生科技,2025/10,"574,353",0,0,0,0,0,0,0,0,0,0,0,10.2,0,10.2,10.2,0,0,0,0
T1448B 新光恆生科技$,2025/10,"215,329",0,0,0,0,0,0,0,0,0,0,0,10.2,0,10.2,10.2,0,0,0,0
T1448C 新光恆生科技C,2025/10,"55,490",0,0,0,0,0,0,0,0,0,0,0,10.2,0,10.2,10.2,0,0,0,0
T1449A 新光環境債Aa,2025/10,"57,582",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449B 新光環境債Bd,2025/10,"26,749",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449C 新光環境債NAa,2025/10,"1,237",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449D 新光環境債NBd,2025/10,"2,390",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449E 新光環境債Aa$,2025/10,"106,765",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449F 新光環境債Bd$,2025/10,"13,306",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449G 新光環境債NAa$,2025/10,536,0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449H 新光環境債NBd$,2025/10,"8,374",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449J 新光環境債AaC,2025/10,"6,573",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449K 新光環境債BdC,2025/10,"4,848",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449L 新光環境債NAaC,2025/10,"3,095",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1449M 新光環境債NBdC,2025/10,"2,947",0,0,0,0,0,0,0,0,0,0,0,5.81,0,5.81,5.81,0,0,0,13.18
T1450A 新光臺高股息Aa,2025/10,"187,916",67.78,0,0,15.86,0,0,0,0,83.64,0,0,17.21,0,17.21,100.85,0,0,0,0
T1450B 新光臺高股息Bd,2025/10,"47,884",67.78,0,0,15.86,0,0,0,0,83.64,0,0,17.21,0,17.21,100.85,0,0,0,0
T1451A 新光全球多重Aa,2025/10,"253,761",0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,64.82
T1451B 新光全球多重Bd,2025/10,"6,079",0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,64.82
T1451C 新光全球多重NAa,2025/10,561,0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,64.82
T1451D 新光全球多重NBd,2025/10,369,0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,64.82
T1451E 新光全球多重Aa$,2025/10,"369,724",0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,64.82
T1451F 新光全球多重Bd$,2025/10,"1,077",0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,64.82
T1451G 新光全球多重NAa$,2025/10,"1,486",0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,64.82
T1451H 新光全球多重NBd$,2025/10,259,0,0,0,0,0,0,0,0,0,0,0,1.14,0,1.14,1.14,0,0,0,64.82
T1452A 新光4Y美投債Aa,2025/10,"229,417",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,0,54.88
T1452B 新光4Y美投債Aa$,2025/10,"158,166",0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,4.14,0,0,0,54.88
T1501Y 瑞銀亞洲全方位不,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1502Y 瑞銀全球創新趨勢,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503A 瑞銀亞非投債Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503B 瑞銀亞非投債Bd,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503C 瑞銀亞非投債Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503D 瑞銀亞非投債Bd$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503E 瑞銀亞非投債AaC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503F 瑞銀亞非投債BdC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503G 瑞銀亞非投債AaA,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503H 瑞銀亞非投債BdA,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503J 瑞銀亞非投債NBd,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503K 瑞銀亞非投債NBd$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1503L 瑞銀亞非投債NBdC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1504A 瑞銀全球生技,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1504B 瑞銀全球生技 USD,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1504C 瑞銀全球生技 CNY,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T1505A 瑞銀全方位債Aa,2025/10,"10,613",0,0,0,0,0,0,0,0,0,0,0,1.57,0,1.57,1.57,0,0,56.26,14.73
T1505B 瑞銀全方位債Bd,2025/10,"207,809",0,0,0,0,0,0,0,0,0,0,0,1.57,0,1.57,1.57,0,0,56.26,14.73
T1505C 瑞銀全方位債Aa$,2025/10,"30,184",0,0,0,0,0,0,0,0,0,0,0,1.57,0,1.57,1.57,0,0,56.26,14.73
T1505D 瑞銀全方位債Bd$,2025/10,"92,251",0,0,0,0,0,0,0,0,0,0,0,1.57,0,1.57,1.57,0,0,56.26,14.73
T1505E 瑞銀全方位債AaC,2025/10,"8,073",0,0,0,0,0,0,0,0,0,0,0,1.57,0,1.57,1.57,0,0,56.26,14.73
T1505F 瑞銀全方位債BdC,2025/10,"33,649",0,0,0,0,0,0,0,0,0,0,0,1.57,0,1.57,1.57,0,0,56.26,14.73
