Current,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
基金碼,日期,基金淨資產 (千元),A1  投資國內上市股票比例,A2  投資國內台灣存託憑證,A3  投資國內基金比例,A4  投資國內上櫃股票比例,A5  投資國內買斷債券比例,A6  投資國內RP比例,A7  國內資產證券化商品,A8  投資國內其他有價證券,A0  投資國內有價證券比例,B1  國內短期投資-短票,B2  國內短期投資-其他,B3  短期投資-一般存款,B4  短期投資-短期票券-RP,B0  國內短期投資小計,A+B 投資國內合計,C1  投資日本比例,C2  投資紐澳比例,C3  投資國外其他區域比例,C4  投資北美比例
T4119B 凱基雲端趨勢$,2025/10,"21,825",12.66,0,0,0,0,0,0,0,12.66,0,0,2.78,0,2.78,15.44,0.54,0,0,77.2
T4119Y 凱基雲端趨勢,2025/10,"527,442",12.66,0,0,0,0,0,0,0,12.66,0,0,2.78,0,2.78,15.44,0.54,0,0,77.2
T4121A 凱基新興亞洲債 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4121B 凱基新興亞洲債 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4122Y 凱基亞太高股息,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4123A 凱基護城河基金,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4123B 凱基護城河基金$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4124A 凱基亞護城河,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4124B 凱基亞護城河 USD,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4124C 凱基亞護城河 CNY,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4125A 凱基銀髮商機,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4125B 凱基銀髮商機 $,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4125C 凱基銀髮商機 C,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4126A 凱基全高效平衡A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4126B 凱基全高效平衡B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4126C 凱基全高效平衡A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4127A 凱基醫院長照Aa,2025/10,"258,510",0,0,0,0,0,0,0,0,0,0,0,2.31,0,2.31,2.31,0,0,0,94.37
T4127B 凱基醫院長照Aa$,2025/10,"65,909",0,0,0,0,0,0,0,0,0,0,0,2.31,0,2.31,2.31,0,0,0,94.37
T4127C 凱基醫院長照Na,2025/10,"5,923",0,0,0,0,0,0,0,0,0,0,0,2.31,0,2.31,2.31,0,0,0,94.37
T4127D 凱基醫院長照Na$,2025/10,"3,519",0,0,0,0,0,0,0,0,0,0,0,2.31,0,2.31,2.31,0,0,0,94.37
T4127E 凱基醫院長照AaC,2025/10,408,0,0,0,0,0,0,0,0,0,0,0,2.31,0,2.31,2.31,0,0,0,94.37
T4127F 凱基醫院長照NaC,2025/10,160,0,0,0,0,0,0,0,0,0,0,0,2.31,0,2.31,2.31,0,0,0,94.37
T4127G 凱基醫院長照Ia,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,2.31,2.31,0,0,0,94.37
T4128A 凱基六年新興債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4128B 凱基六年新興債$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4129A 凱基2024新興債$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4129B 凱基2024新興債C,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4130A 凱基2025新債Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4130B 凱基2025新債AaC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4131A 凱基2025階新Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4131B 凱基2025階新Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4131C 凱基2025階新AaC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4132A 凱基2025優新Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4132B 凱基2025優新Bd,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4132C 凱基2025優新Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4132D 凱基2025優新Bd$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4132E 凱基2025優新AaC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4132F 凱基2025優新BdC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4133B 凱基臺灣多重Na,2025/10,"97,627",29.07,0,23.27,4.8,34.26,0,0,0,91.4,0,0,8.85,0,8.85,100.25,0,0,0,0
T4133Y 凱基臺灣多重Aa,2025/10,"239,098",29.07,0,23.27,4.8,34.26,0,0,0,91.4,0,0,8.85,0,8.85,100.25,0,0,0,0
T4134A 凱基收多重Aa,2025/10,"322,497",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134B 凱基收多重Bd,2025/10,"1,719,980",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134C 凱基收多重NAa,2025/10,"299,523",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134D 凱基收多重NBd,2025/10,"3,659,817",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134E 凱基收多重Aa$,2025/10,"475,616",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134F 凱基收多重Bd$,2025/10,"658,302",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134G 凱基收多重NAa$,2025/10,"204,289",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134H 凱基收多重NBd$,2025/10,"1,735,325",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134J 凱基收多重BdC,2025/10,"329,072",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134K 凱基收多重NAaC,2025/10,"265,593",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134L 凱基收多重NBdC,2025/10,"1,310,802",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134M 凱基收多重BdZ,2025/10,"126,453",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134N 凱基收多重NBdZ,2025/10,"353,585",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4134P 凱基收多重AaC,2025/10,"116,377",0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.73,3.73,0,0,15,74.52
T4135A 凱基2026新債Aa,2025/10,"479,888",0,0,0,0,0,3.39,0,0,3.39,0,0,3.26,0,3.26,6.65,0,0,1.26,5.11
T4135B 凱基2026新債Aa$,2025/10,"202,301",0,0,0,0,0,3.39,0,0,3.39,0,0,3.26,0,3.26,6.65,0,0,1.26,5.11
T4135C 凱基2026新債AaC,2025/10,"43,967",0,0,0,0,0,3.39,0,0,3.39,0,0,3.26,0,3.26,6.65,0,0,1.26,5.11
T4136A 凱基 ESG非投Aa,2025/10,"65,531",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136B 凱基 ESG非投Bd,2025/10,"125,409",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136C 凱基 ESG非投NAa,2025/10,"36,121",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136D 凱基 ESG非投NBd,2025/10,"77,717",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136E 凱基 ESG非投Aa$,2025/10,"187,435",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136F 凱基 ESG非投Bd$,2025/10,"67,164",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136G 凱基 ESG非投NAa$,2025/10,"28,479",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136H 凱基 ESG非投NBd$,2025/10,"151,638",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136J 凱基 ESG非投BdC,2025/10,"22,449",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136K 凱基 ESG非投NAaC,2025/10,"8,817",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136L 凱基 ESG非投NBdC,2025/10,"77,051",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136M 凱基 ESG非投BdZ,2025/10,"34,319",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136N 凱基 ESG非投NBdZ,2025/10,"45,467",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136P 凱基 ESG非投AaC,2025/10,"18,440",0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4136Q 凱基 ESG非投Ia,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,42.29,4.16
T4138A 凱基新亞優債Aa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138B 凱基新亞優債Bd,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138C 凱基新亞優債NAa,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138D 凱基新亞優債NBd,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138E 凱基新亞優債Aa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138F 凱基新亞優債Bd$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138G 凱基新亞優債NAa$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138H 凱基新亞優債NBd$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138J 凱基新亞優債BdC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138K 凱基新亞優債NAaC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138L 凱基新亞優債NBdC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138M 凱基新亞優債BdZ,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138N 凱基新亞優債NBdZ,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138P 凱基新亞優債AaC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4138Q 凱基新亞優債Ia,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4139A 凱基未來多重Aa,2025/10,"229,715",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139B 凱基未來多重Bd,2025/10,"126,208",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139C 凱基未來多重NAa,2025/10,"25,686",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139D 凱基未來多重NBd,2025/10,"114,384",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139E 凱基未來多重Aa$,2025/10,"281,744",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139F 凱基未來多重Bd$,2025/10,"97,014",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139G 凱基未來多重NAa$,2025/10,"48,335",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139H 凱基未來多重NBd$,2025/10,"100,713",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139J 凱基未來多重BdC,2025/10,"51,245",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139K 凱基未來多重NAaC,2025/10,"21,710",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139L 凱基未來多重NBdC,2025/10,"103,889",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139M 凱基未來多重AaZ,2025/10,"6,351",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139N 凱基未來多重BdZ,2025/10,"16,597",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139P 凱基未來多重NBdZ,2025/10,"26,958",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139Q 凱基未收息TISAa,2025/10,"1,897",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139X 凱基未來多重AaC,2025/10,"24,432",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4139Y 凱基未來多重NAaZ,2025/10,"8,955",0,0,0,0,0,0,0,0,0,0,0,1.76,0,1.76,1.76,1.23,1.69,0,91
T4140A 凱基環球趨勢Aa,2025/10,"299,670",0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,1.4,0,0,0,88.24
T4140B 凱基環球趨勢NAa,2025/10,"16,379",0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,1.4,0,0,0,88.24
T4140C 凱基環球趨勢Ia,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,1.4,0,0,0,88.24
T4140D 凱基環球趨勢Aa$,2025/10,"145,284",0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,1.4,0,0,0,88.24
T4140E 凱基環球趨勢NAa$,2025/10,"31,781",0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,1.4,0,0,0,88.24
T4140F 凱基環球趨勢Ia$,2025/10,"56,334",0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,1.4,0,0,0,88.24
T4140G 凱基環球趨勢AaC,2025/10,"20,949",0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,1.4,0,0,0,88.24
T4140H 凱基環球趨勢NAaC,2025/10,"3,876",0,0,0,0,0,0,0,0,0,0,0,1.4,0,1.4,1.4,0,0,0,88.24
T4142A 凱基 ESG永債Aa,2025/10,"264,515",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142B 凱基 ESG永債Bd,2025/10,"71,106",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142C 凱基 ESG永債NAa,2025/10,"11,864",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142D 凱基 ESG永債NBd,2025/10,"27,692",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142E 凱基 ESG永債Ia,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142F 凱基 ESG永債Aa$,2025/10,"370,540",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142G 凱基 ESG永債Bd$,2025/10,"164,315",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142H 凱基 ESG永債NAa$,2025/10,"59,510",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142J 凱基 ESG永債AaC,2025/10,"74,354",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142K 凱基 ESG永債BdC,2025/10,"33,054",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142L 凱基 ESG永債NAaC,2025/10,"21,860",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142M 凱基 ESG永債NBdC,2025/10,"26,580",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142N 凱基 ESG永債BdZ,2025/10,"29,480",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142X 凱基 ESG永債NBd$,2025/10,"74,834",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4142Y 凱基 ESG永債NBdZ,2025/10,"13,124",0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,1.52,0,0,4.2,1.3
T4144A 凱基未來移動Aa,2025/10,"46,385",10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4144B 凱基未來移動NAa,2025/10,"11,041",10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4144C 凱基未來移動Ia,2025/10,0,10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4144D 凱基未來移動Aa$,2025/10,"215,475",10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4144E 凱基未來移動NAa$,2025/10,"20,907",10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4144F 凱基未來移動Ia$,2025/10,0,10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4144G 凱基未來移動AaC,2025/10,"9,935",10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4144H 凱基未來移動NAaC,2025/10,"2,059",10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4144J 凱基未來移動NAaZ,2025/10,"1,625",10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4144X 凱基未來移動AaZ,2025/10,"19,932",10.76,0,0,3.34,0,0,0,0,14.1,0,0,4.51,0,4.51,18.61,4.04,0,0,69.71
T4145A 凱基樂活多重Aa,2025/10,"35,997",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145B 凱基樂活多重Bd,2025/10,"25,627",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145C 凱基樂活多重NAa,2025/10,"1,594",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145D 凱基樂活多重NBd,2025/10,"45,879",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145E 凱基樂活多重Aa$,2025/10,"1,821",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145F 凱基樂活多重Bd$,2025/10,"10,056",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145G 凱基樂活多重NAa$,2025/10,314,0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145H 凱基樂活多重NBd$,2025/10,"10,954",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145J 凱基樂活多重BdC,2025/10,"20,672",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145K 凱基樂活多重NAaC,2025/10,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145L 凱基樂活多重NBdC,2025/10,"2,918",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145M 凱基樂活多重AaZ,2025/10,"5,762",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145N 凱基樂活多重BdZ,2025/10,"3,842",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145X 凱基樂活多重AaC,2025/10,"7,353",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4145Y 凱基樂活多重NBdZ,2025/10,"6,429",0,0,0,0,0,0,0,0,0,0,0,5.23,0,5.23,5.23,0,0,0,81.14
T4146A 凱基收息多重Aa,2025/10,"83,361",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146B 凱基收息多重Bd,2025/10,"54,979",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146C 凱基收息多重NAa,2025/10,"9,482",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146D 凱基收息多重NBd,2025/10,"47,852",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146E 凱基收息多重Aa$,2025/10,"19,615",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146F 凱基收息多重Bd$,2025/10,"17,101",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146G 凱基收息多重NAa$,2025/10,300,0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146H 凱基收息多重NBd$,2025/10,"10,401",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146J 凱基收息多重BdC,2025/10,"24,264",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146K 凱基收息多重NAaC,2025/10,"14,375",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146L 凱基收息多重NBdC,2025/10,"22,858",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146M 凱基收息多重AaZ,2025/10,"33,156",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146N 凱基收息多重BdZ,2025/10,"18,850",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146X 凱基收息多重AaC,2025/10,"14,189",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4146Y 凱基收息多重NBdZ,2025/10,"13,667",0,0,0,0,0,0,0,0,0,0,0,2.86,0,2.86,2.86,1.27,7.04,0,79.03
T4202Y 施羅德新紀元貨幣,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4209A 施羅德台樂活Ia,2025/10,"167,860",61.44,0,0,33.78,0,0,0,0,95.22,0,0,4.61,0,4.61,99.83,0,0,0,0
T4209B 施羅德台樂活Ca,2025/10,0,61.44,0,0,33.78,0,0,0,0,95.22,0,0,4.61,0,4.61,99.83,0,0,0,0
T4209C 施羅台樂活TISAa,2025/10,502,61.44,0,0,33.78,0,0,0,0,95.22,0,0,4.61,0,4.61,99.83,0,0,0,0
T4209Y 施羅德台樂活Aa,2025/10,"461,121",61.44,0,0,33.78,0,0,0,0,95.22,0,0,4.61,0,4.61,99.83,0,0,0,0
T4214A 施羅德全球策略 A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4214B 施羅德全球策略 B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4214C 施羅德全球策略BC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4216A 施羅德中非債Aa,2025/10,"14,908",0,0,0,0,0,0,0,0,0,0,0,3.55,0,3.55,3.55,0,0,24.5,0
T4216B 施羅德中非債Bd,2025/10,"100,082",0,0,0,0,0,0,0,0,0,0,0,3.55,0,3.55,3.55,0,0,24.5,0
T4216C 施羅德中非債Aa$,2025/10,"3,540",0,0,0,0,0,0,0,0,0,0,0,3.55,0,3.55,3.55,0,0,24.5,0
T4216D 施羅德中非債Bd$,2025/10,"9,716",0,0,0,0,0,0,0,0,0,0,0,3.55,0,3.55,3.55,0,0,24.5,0
T4216E 施羅德中非債AaC,2025/10,"57,218",0,0,0,0,0,0,0,0,0,0,0,3.55,0,3.55,3.55,0,0,24.5,0
T4216F 施羅德中非債BdC,2025/10,"194,828",0,0,0,0,0,0,0,0,0,0,0,3.55,0,3.55,3.55,0,0,24.5,0
T4218A 施羅德中國債券A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4218B 施羅德中國債券B$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4218C 施羅德中國債券AC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4218D 施羅德中國債券BC,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4219A 施羅德四年主權B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4219B 施羅德四年主權A$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4219C 施羅德四年主權B$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4220A 施羅德六年新債,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4220B 施羅德六年新債$,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4221A 施羅德四新市債A,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
T4221B 施羅德四新市債B,2025/10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
